vehicle_id,vehicle_code,uid,goods_code,label,x_cm,y_cm,z_cm,length_cm,width_cm,height_cm,weight_kg,support
min_vehicle-1-V1,V1,G5-044,G5,directed,120,80,150,40,40,60,18,G4-037
min_vehicle-1-V1,V1,G5-045,G5,directed,160,80,150,40,40,60,18,G4-038
min_vehicle-1-V1,V1,G5-046,G5,directed,200,80,150,40,40,60,18,G4-038
min_vehicle-1-V1,V1,G5-047,G5,directed,240,80,150,40,40,60,18,G4-039
min_vehicle-1-V1,V1,G5-048,G5,directed,280,80,150,40,40,60,18,G4-039
min_vehicle-1-V1,V1,G5-049,G5,directed,320,80,150,40,40,60,18,G4-040
min_vehicle-1-V1,V1,G5-050,G5,directed,360,80,150,40,40,60,18,G4-040
min_vehicle-1-V1,V1,G1-001,G1,standard,0,180,0,60,30,40,12,floor
min_vehicle-1-V1,V1,G1-002,G1,standard,60,180,0,60,30,40,12,floor
min_vehicle-1-V1,V1,G1-003,G1,standard,120,180,0,60,30,40,12,floor
min_vehicle-1-V1,V1,G1-004,G1,standard,180,180,0,60,30,40,12,floor
min_vehicle-1-V1,V1,G1-005,G1,standard,240,180,0,60,30,40,12,floor
min_vehicle-1-V1,V1,G1-006,G1,standard,300,180,0,60,30,40,12,floor
min_vehicle-1-V1,V1,G1-007,G1,standard,360,180,0,60,30,40,12,floor
min_vehicle-1-V1,V1,G1-008,G1,standard,0,180,40,60,30,40,12,G1-001
min_vehicle-1-V1,V1,G1-009,G1,standard,60,180,40,60,30,40,12,G1-002
min_vehicle-1-V1,V1,G1-010,G1,standard,120,180,40,60,30,40,12,G1-003
min_vehicle-1-V1,V1,G1-011,G1,standard,180,180,40,60,30,40,12,G1-004
min_vehicle-1-V1,V1,G1-012,G1,standard,240,180,40,60,30,40,12,G1-005
min_vehicle-1-V1,V1,G1-013,G1,standard,300,180,40,60,30,40,12,G1-006
min_vehicle-1-V1,V1,G1-014,G1,standard,360,180,40,60,30,40,12,G1-007
min_vehicle-1-V1,V1,G1-015,G1,standard,0,120,160,60,40,30,12,G5-001
min_vehicle-1-V1,V1,G1-016,G1,standard,60,120,160,60,40,30,12,G5-003
min_vehicle-1-V1,V1,G1-017,G1,standard,120,120,160,60,40,30,12,G5-004
min_vehicle-1-V1,V1,G1-018,G1,standard,180,120,160,60,40,30,12,G5-006
min_vehicle-1-V1,V1,G1-019,G1,standard,240,120,160,60,40,30,12,G5-007
min_vehicle-1-V1,V1,G1-020,G1,standard,300,120,160,60,40,30,12,G5-009
min_vehicle-1-V1,V1,G1-021,G1,standard,360,120,160,60,40,30,12,G5-010
min_vehicle-1-V1,V1,G1-022,G1,standard,0,160,160,60,40,30,12,G5-011
min_vehicle-1-V1,V1,G1-023,G1,standard,60,160,160,60,40,30,12,G5-013
min_vehicle-1-V1,V1,G1-024,G1,standard,120,160,160,60,40,30,12,G5-014
min_vehicle-1-V1,V1,G1-025,G1,standard,180,160,160,60,40,30,12,G5-016
min_vehicle-1-V1,V1,G1-026,G1,standard,240,160,160,60,40,30,12,G5-017
min_vehicle-1-V1,V1,G1-027,G1,standard,300,160,160,60,40,30,12,G5-019
min_vehicle-1-V1,V1,G1-028,G1,standard,360,160,160,60,40,30,12,G5-020
min_vehicle-1-V1,V1,G2-001,G2,standard,0,120,190,50,35,25,8,G1-015
min_vehicle-1-V1,V1,G2-002,G2,standard,50,120,190,50,35,25,8,G1-016
min_vehicle-1-V1,V1,G2-003,G2,standard,100,120,190,50,35,25,8,G1-017
min_vehicle-1-V1,V1,G2-004,G2,standard,150,120,190,50,35,25,8,G1-017
min_vehicle-1-V1,V1,G2-005,G2,standard,200,120,190,50,35,25,8,G1-018
min_vehicle-1-V1,V1,G2-006,G2,standard,250,120,190,50,35,25,8,G1-019
min_vehicle-1-V1,V1,G2-007,G2,standard,300,120,190,50,35,25,8,G1-020
min_vehicle-1-V1,V1,G2-008,G2,standard,350,120,190,50,35,25,8,G1-021
min_vehicle-1-V1,V1,G2-009,G2,standard,0,155,190,50,35,25,8,G1-022
min_vehicle-1-V1,V1,G2-010,G2,standard,50,155,190,50,35,25,8,G1-023
min_vehicle-1-V1,V1,G2-011,G2,standard,100,155,190,50,35,25,8,G1-024
min_vehicle-1-V1,V1,G2-012,G2,standard,150,155,190,50,35,25,8,G1-024
min_vehicle-1-V1,V1,G2-013,G2,standard,200,155,190,50,35,25,8,G1-025
min_vehicle-1-V1,V1,G2-014,G2,standard,250,155,190,50,35,25,8,G1-026
min_vehicle-1-V1,V1,G2-015,G2,standard,300,155,190,50,35,25,8,G1-027
min_vehicle-1-V1,V1,G2-016,G2,standard,350,155,190,50,35,25,8,G1-028
min_vehicle-2-V2,V2,G3-001,G3,fragile,0,0,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-002,G3,fragile,70,0,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-003,G3,fragile,140,0,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-004,G3,fragile,210,0,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-005,G3,fragile,280,0,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-006,G3,fragile,350,0,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-007,G3,fragile,420,0,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-008,G3,fragile,490,0,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-009,G3,fragile,560,0,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-010,G3,fragile,630,0,0,50,70,40,15,floor
min_vehicle-2-V2,V2,G3-011,G3,fragile,0,50,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-012,G3,fragile,70,50,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-013,G3,fragile,140,50,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-014,G3,fragile,210,50,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-015,G3,fragile,280,50,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-016,G3,fragile,350,50,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-017,G3,fragile,420,50,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-018,G3,fragile,490,50,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-019,G3,fragile,560,50,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-020,G3,fragile,630,70,0,50,70,40,15,floor
min_vehicle-2-V2,V2,G3-021,G3,fragile,0,100,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-022,G3,fragile,70,100,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-023,G3,fragile,140,100,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-024,G3,fragile,210,100,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-025,G3,fragile,280,100,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-026,G3,fragile,350,100,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-027,G3,fragile,420,100,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-028,G3,fragile,490,100,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-029,G3,fragile,560,100,0,70,50,40,15,floor
min_vehicle-2-V2,V2,G3-030,G3,fragile,630,140,0,50,70,40,15,floor
min_vehicle-2-V2,V2,G1-029,G1,standard,0,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-030,G1,standard,60,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-031,G1,standard,120,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-032,G1,standard,180,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-033,G1,standard,240,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-034,G1,standard,300,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-035,G1,standard,360,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-036,G1,standard,420,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-037,G1,standard,480,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-038,G1,standard,540,150,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-039,G1,standard,600,150,0,30,60,40,12,floor
min_vehicle-2-V2,V2,G1-040,G1,standard,0,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-041,G1,standard,60,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-042,G1,standard,120,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-043,G1,standard,180,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-044,G1,standard,240,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-045,G1,standard,300,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-046,G1,standard,360,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-047,G1,standard,420,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-048,G1,standard,480,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-049,G1,standard,540,190,0,60,40,30,12,floor
min_vehicle-2-V2,V2,G1-050,G1,standard,600,210,0,60,30,40,12,floor
min_vehicle-2-V2,V2,G1-051,G1,standard,0,150,30,60,40,30,12,G1-029
min_vehicle-2-V2,V2,G1-052,G1,standard,60,150,30,60,40,30,12,G1-030
min_vehicle-2-V2,V2,G1-053,G1,standard,120,150,30,60,40,30,12,G1-031
min_vehicle-2-V2,V2,G1-054,G1,standard,180,150,30,60,40,30,12,G1-032
min_vehicle-2-V2,V2,G1-055,G1,standard,240,150,30,60,40,30,12,G1-033
min_vehicle-2-V2,V2,G1-056,G1,standard,300,150,30,60,40,30,12,G1-034
min_vehicle-2-V2,V2,G1-057,G1,standard,360,150,30,60,40,30,12,G1-035
min_vehicle-2-V2,V2,G1-058,G1,standard,420,150,30,60,40,30,12,G1-036
min_vehicle-2-V2,V2,G1-059,G1,standard,480,150,30,60,40,30,12,G1-037
min_vehicle-2-V2,V2,G1-060,G1,standard,540,150,30,60,40,30,12,G1-038
min_vehicle-2-V2,V2,G1-061,G1,standard,0,190,30,60,40,30,12,G1-040
min_vehicle-2-V2,V2,G1-062,G1,standard,60,190,30,60,40,30,12,G1-041
min_vehicle-2-V2,V2,G1-063,G1,standard,120,190,30,60,40,30,12,G1-042
min_vehicle-2-V2,V2,G1-064,G1,standard,180,190,30,60,40,30,12,G1-043
min_vehicle-2-V2,V2,G1-065,G1,standard,240,190,30,60,40,30,12,G1-044
min_vehicle-2-V2,V2,G1-066,G1,standard,300,190,30,60,40,30,12,G1-045
min_vehicle-2-V2,V2,G1-067,G1,standard,360,190,30,60,40,30,12,G1-046
min_vehicle-2-V2,V2,G1-068,G1,standard,420,190,30,60,40,30,12,G1-047
min_vehicle-2-V2,V2,G1-069,G1,standard,480,190,30,60,40,30,12,G1-048
min_vehicle-2-V2,V2,G1-070,G1,standard,540,190,30,60,40,30,12,G1-049
min_vehicle-2-V2,V2,G1-071,G1,standard,600,150,40,60,40,30,12,G1-039
min_vehicle-2-V2,V2,G1-072,G1,standard,600,190,40,60,40,30,12,G1-039
min_vehicle-2-V2,V2,G1-073,G1,standard,0,150,60,60,40,30,12,G1-051
min_vehicle-2-V2,V2,G1-074,G1,standard,60,150,60,60,40,30,12,G1-052
min_vehicle-2-V2,V2,G1-075,G1,standard,120,150,60,60,40,30,12,G1-053
min_vehicle-2-V2,V2,G1-076,G1,standard,180,150,60,60,40,30,12,G1-054
min_vehicle-2-V2,V2,G1-077,G1,standard,240,150,60,60,40,30,12,G1-055
min_vehicle-2-V2,V2,G1-078,G1,standard,300,150,60,60,40,30,12,G1-056
min_vehicle-2-V2,V2,G1-079,G1,standard,360,150,60,60,40,30,12,G1-057
min_vehicle-2-V2,V2,G1-080,G1,standard,420,150,60,60,40,30,12,G1-058
min_vehicle-2-V2,V2,G2-017,G2,standard,480,150,60,50,35,25,8,G1-059
min_vehicle-2-V2,V2,G2-018,G2,standard,530,150,60,50,35,25,8,G1-060
min_vehicle-2-V2,V2,G2-019,G2,standard,480,185,60,50,35,25,8,G1-069
min_vehicle-2-V2,V2,G2-020,G2,standard,530,185,60,50,35,25,8,G1-070
min_vehicle-2-V2,V2,G2-021,G2,standard,0,190,60,50,35,25,8,G1-061
min_vehicle-2-V2,V2,G2-022,G2,standard,50,190,60,50,35,25,8,G1-062
min_vehicle-2-V2,V2,G2-023,G2,standard,100,190,60,50,35,25,8,G1-063
min_vehicle-2-V2,V2,G2-024,G2,standard,150,190,60,50,35,25,8,G1-063
min_vehicle-2-V2,V2,G2-025,G2,standard,200,190,60,50,35,25,8,G1-064
min_vehicle-2-V2,V2,G2-026,G2,standard,250,190,60,50,35,25,8,G1-065
min_vehicle-2-V2,V2,G2-027,G2,standard,300,190,60,50,35,25,8,G1-066
min_vehicle-2-V2,V2,G2-028,G2,standard,350,190,60,50,35,25,8,G1-067
min_vehicle-2-V2,V2,G2-029,G2,standard,400,190,60,50,35,25,8,G1-068
min_vehicle-2-V2,V2,G2-030,G2,standard,450,190,60,25,50,35,8,G1-068
min_vehicle-2-V2,V2,G2-031,G2,standard,600,150,70,50,35,25,8,G1-071
min_vehicle-2-V2,V2,G2-032,G2,standard,600,185,70,50,35,25,8,G1-072
min_vehicle-2-V2,V2,G2-033,G2,standard,480,150,85,50,35,25,8,G2-017
min_vehicle-2-V2,V2,G2-034,G2,standard,530,150,85,50,35,25,8,G2-018
min_vehicle-2-V2,V2,G2-035,G2,standard,480,185,85,50,35,25,8,G2-019
min_vehicle-2-V2,V2,G2-036,G2,standard,530,185,85,50,35,25,8,G2-020
min_vehicle-2-V2,V2,G2-037,G2,standard,0,190,85,50,35,25,8,G2-021
min_vehicle-2-V2,V2,G2-038,G2,standard,50,190,85,50,35,25,8,G2-022
min_vehicle-2-V2,V2,G2-039,G2,standard,100,190,85,50,35,25,8,G2-023
min_vehicle-2-V2,V2,G2-040,G2,standard,150,190,85,50,35,25,8,G2-024
min_vehicle-2-V2,V2,G2-041,G2,standard,200,190,85,50,35,25,8,G2-025
min_vehicle-2-V2,V2,G2-042,G2,standard,250,190,85,50,35,25,8,G2-026
min_vehicle-2-V2,V2,G2-043,G2,standard,300,190,85,50,35,25,8,G2-027
min_vehicle-2-V2,V2,G2-044,G2,standard,350,190,85,50,35,25,8,G2-028
min_vehicle-2-V2,V2,G2-045,G2,standard,400,190,85,50,35,25,8,G2-029
min_vehicle-2-V2,V2,G2-046,G2,standard,0,150,90,50,35,25,8,G1-073
min_vehicle-2-V2,V2,G2-047,G2,standard,50,150,90,50,35,25,8,G1-074
min_vehicle-2-V2,V2,G2-048,G2,standard,100,150,90,50,35,25,8,G1-075
min_vehicle-2-V2,V2,G2-049,G2,standard,150,150,90,50,35,25,8,G1-075
min_vehicle-2-V2,V2,G2-050,G2,standard,200,150,90,50,35,25,8,G1-076
min_vehicle-2-V2,V2,G2-051,G2,standard,250,150,90,50,35,25,8,G1-077
min_vehicle-2-V2,V2,G2-052,G2,standard,300,150,90,50,35,25,8,G1-078
min_vehicle-2-V2,V2,G2-053,G2,standard,350,150,90,50,35,25,8,G1-079
min_vehicle-2-V2,V2,G2-054,G2,standard,400,150,90,50,35,25,8,G1-080
min_vehicle-2-V2,V2,G2-055,G2,standard,450,150,90,25,35,50,8,G1-080
min_vehicle-2-V2,V2,G2-056,G2,standard,600,150,95,50,35,25,8,G2-031
min_vehicle-2-V2,V2,G2-057,G2,standard,600,185,95,50,35,25,8,G2-032
min_vehicle-2-V2,V2,G2-058,G2,standard,450,190,95,25,50,35,8,G2-030
min_vehicle-2-V2,V2,G2-059,G2,standard,480,150,110,50,35,25,8,G2-033
min_vehicle-2-V2,V2,G2-060,G2,standard,530,150,110,50,35,25,8,G2-034
min_vehicle-2-V2,V2,G2-061,G2,standard,480,185,110,50,35,25,8,G2-035
min_vehicle-2-V2,V2,G2-062,G2,standard,530,185,110,50,35,25,8,G2-036
min_vehicle-2-V2,V2,G2-063,G2,standard,0,190,110,50,35,25,8,G2-037
min_vehicle-2-V2,V2,G2-064,G2,standard,50,190,110,50,35,25,8,G2-038
min_vehicle-2-V2,V2,G2-065,G2,standard,100,190,110,50,35,25,8,G2-039
min_vehicle-2-V2,V2,G2-066,G2,standard,150,190,110,50,35,25,8,G2-040
min_vehicle-2-V2,V2,G2-067,G2,standard,200,190,110,50,35,25,8,G2-041
min_vehicle-2-V2,V2,G2-068,G2,standard,250,190,110,50,35,25,8,G2-042
min_vehicle-2-V2,V2,G2-069,G2,standard,300,190,110,50,35,25,8,G2-043
min_vehicle-2-V2,V2,G2-070,G2,standard,350,190,110,50,35,25,8,G2-044
min_vehicle-2-V2,V2,G2-071,G2,standard,400,190,110,50,35,25,8,G2-045
min_vehicle-2-V2,V2,G2-072,G2,standard,0,150,115,50,35,25,8,G2-046
min_vehicle-2-V2,V2,G2-073,G2,standard,50,150,115,50,35,25,8,G2-047
min_vehicle-2-V2,V2,G2-074,G2,standard,100,150,115,50,35,25,8,G2-048
min_vehicle-2-V2,V2,G2-075,G2,standard,150,150,115,50,35,25,8,G2-049
min_vehicle-2-V2,V2,G2-076,G2,standard,200,150,115,50,35,25,8,G2-050
min_vehicle-2-V2,V2,G2-077,G2,standard,250,150,115,50,35,25,8,G2-051
min_vehicle-2-V2,V2,G2-078,G2,standard,300,150,115,50,35,25,8,G2-052
min_vehicle-2-V2,V2,G2-079,G2,standard,350,150,115,50,35,25,8,G2-053
min_vehicle-2-V2,V2,G2-080,G2,standard,400,150,115,50,35,25,8,G2-054
min_vehicle-2-V2,V2,G2-081,G2,standard,600,150,120,50,35,25,8,G2-056
min_vehicle-2-V2,V2,G2-082,G2,standard,600,185,120,50,35,25,8,G2-057
min_vehicle-2-V2,V2,G2-083,G2,standard,450,190,130,25,50,35,8,G2-058
min_vehicle-2-V2,V2,G2-084,G2,standard,480,150,135,50,35,25,8,G2-059
min_vehicle-2-V2,V2,G2-085,G2,standard,530,150,135,50,35,25,8,G2-060
min_vehicle-2-V2,V2,G2-086,G2,standard,480,185,135,50,35,25,8,G2-061
min_vehicle-2-V2,V2,G2-087,G2,standard,530,185,135,50,35,25,8,G2-062
min_vehicle-2-V2,V2,G2-088,G2,standard,0,190,135,50,35,25,8,G2-063
min_vehicle-2-V2,V2,G2-089,G2,standard,50,190,135,50,35,25,8,G2-064
min_vehicle-2-V2,V2,G2-090,G2,standard,100,190,135,50,35,25,8,G2-065
min_vehicle-2-V2,V2,G2-091,G2,standard,150,190,135,50,35,25,8,G2-066
min_vehicle-2-V2,V2,G2-092,G2,standard,200,190,135,50,35,25,8,G2-067
min_vehicle-2-V2,V2,G2-093,G2,standard,250,190,135,50,35,25,8,G2-068
min_vehicle-2-V2,V2,G2-094,G2,standard,300,190,135,50,35,25,8,G2-069
min_vehicle-2-V2,V2,G2-095,G2,standard,350,190,135,50,35,25,8,G2-070
min_vehicle-2-V2,V2,G2-096,G2,standard,400,190,135,50,35,25,8,G2-071
min_vehicle-2-V2,V2,G2-097,G2,standard,0,150,140,50,35,25,8,G2-072
min_vehicle-2-V2,V2,G2-098,G2,standard,50,150,140,50,35,25,8,G2-073
min_vehicle-2-V2,V2,G2-099,G2,standard,100,150,140,50,35,25,8,G2-074
min_vehicle-2-V2,V2,G2-100,G2,standard,150,150,140,50,35,25,8,G2-075
