vehicle_id,vehicle_code,uid,goods_code,label,x_cm,y_cm,z_cm,length_cm,width_cm,height_cm,weight_kg,support
ga-1-V2,V2,G5-030,G5,directed,280,100,50,40,40,60,18,G4-012
ga-1-V2,V2,G5-031,G5,directed,320,100,50,40,40,60,18,G4-013
ga-1-V2,V2,G5-032,G5,directed,360,100,50,40,40,60,18,G4-013
ga-1-V2,V2,G5-033,G5,directed,400,100,50,40,40,60,18,G4-014
ga-1-V2,V2,G5-034,G5,directed,440,100,50,40,40,60,18,G4-014
ga-1-V2,V2,G5-035,G5,directed,480,100,50,40,40,60,18,G4-015
ga-1-V2,V2,G5-036,G5,directed,520,100,50,40,40,60,18,G4-015
ga-1-V2,V2,G5-037,G5,directed,560,100,50,40,40,60,18,G4-016
ga-1-V2,V2,G5-038,G5,directed,600,100,50,40,40,60,18,G4-016
ga-1-V2,V2,G5-039,G5,directed,0,140,50,40,40,60,18,G4-017
ga-1-V2,V2,G5-040,G5,directed,40,140,50,40,40,60,18,G4-017
ga-1-V2,V2,G5-041,G5,directed,80,140,50,40,40,60,18,G4-018
ga-1-V2,V2,G5-042,G5,directed,120,140,50,40,40,60,18,G4-018
ga-1-V2,V2,G5-043,G5,directed,160,140,50,40,40,60,18,G4-019
ga-1-V2,V2,G5-044,G5,directed,200,140,50,40,40,60,18,G4-019
ga-1-V2,V2,G5-045,G5,directed,240,140,50,40,40,60,18,G4-020
ga-1-V2,V2,G5-046,G5,directed,280,140,50,40,40,60,18,G4-020
ga-1-V2,V2,G5-047,G5,directed,320,140,50,40,40,60,18,G4-021
ga-1-V2,V2,G5-048,G5,directed,360,140,50,40,40,60,18,G4-021
ga-1-V2,V2,G5-049,G5,directed,400,140,50,40,40,60,18,G4-022
ga-1-V2,V2,G5-050,G5,directed,440,140,50,40,40,60,18,G4-022
ga-1-V2,V2,G1-001,G1,standard,480,140,50,60,40,30,12,G4-023
ga-1-V2,V2,G1-002,G1,standard,540,140,50,60,40,30,12,G4-024
ga-1-V2,V2,G1-003,G1,standard,600,140,50,40,60,30,12,G4-024
ga-1-V2,V2,G1-004,G1,standard,0,180,50,60,40,30,12,G4-025
ga-1-V2,V2,G1-005,G1,standard,60,180,50,60,40,30,12,G4-026
ga-1-V2,V2,G1-006,G1,standard,120,180,50,60,40,30,12,G4-026
ga-1-V2,V2,G1-007,G1,standard,180,180,50,60,40,30,12,G4-027
ga-1-V2,V2,G1-008,G1,standard,240,180,50,60,40,30,12,G4-028
ga-1-V2,V2,G1-009,G1,standard,300,180,50,60,40,30,12,G4-029
ga-1-V2,V2,G1-010,G1,standard,360,180,50,60,40,30,12,G4-029
ga-1-V2,V2,G1-011,G1,standard,420,180,50,60,40,30,12,G4-030
ga-1-V2,V2,G1-012,G1,standard,480,180,50,60,40,30,12,G4-031
ga-1-V2,V2,G1-013,G1,standard,540,180,50,60,40,30,12,G4-032
ga-1-V2,V2,G1-014,G1,standard,600,200,50,40,30,60,12,G4-032
ga-1-V2,V2,G1-015,G1,standard,640,0,60,40,60,30,12,G5-001
ga-1-V2,V2,G1-016,G1,standard,640,60,60,40,60,30,12,G5-003
ga-1-V2,V2,G1-017,G1,standard,640,120,60,40,60,30,12,G5-004
ga-1-V2,V2,G1-018,G1,standard,640,180,60,40,60,30,12,G5-006
ga-1-V2,V2,G1-019,G1,standard,480,140,80,60,40,30,12,G1-001
ga-1-V2,V2,G1-020,G1,standard,540,140,80,60,40,30,12,G1-002
ga-1-V2,V2,G1-021,G1,standard,600,140,80,40,60,30,12,G1-003
ga-1-V2,V2,G1-022,G1,standard,0,180,80,60,40,30,12,G1-004
ga-1-V2,V2,G1-023,G1,standard,60,180,80,60,40,30,12,G1-005
ga-1-V2,V2,G1-024,G1,standard,120,180,80,60,40,30,12,G1-006
ga-1-V2,V2,G1-025,G1,standard,180,180,80,60,40,30,12,G1-007
ga-1-V2,V2,G1-026,G1,standard,240,180,80,60,40,30,12,G1-008
ga-1-V2,V2,G1-027,G1,standard,300,180,80,60,40,30,12,G1-009
ga-1-V2,V2,G1-028,G1,standard,360,180,80,60,40,30,12,G1-010
ga-1-V2,V2,G1-029,G1,standard,420,180,80,60,40,30,12,G1-011
ga-1-V2,V2,G1-030,G1,standard,480,180,80,60,40,30,12,G1-012
ga-1-V2,V2,G1-031,G1,standard,540,180,80,60,40,30,12,G1-013
ga-1-V2,V2,G1-032,G1,standard,640,0,90,40,60,30,12,G1-015
ga-1-V2,V2,G1-033,G1,standard,640,60,90,40,60,30,12,G1-016
ga-1-V2,V2,G1-034,G1,standard,640,120,90,40,60,30,12,G1-017
ga-1-V2,V2,G1-035,G1,standard,640,180,90,40,60,30,12,G1-018
ga-1-V2,V2,G1-036,G1,standard,0,0,100,60,40,30,12,G4-033
ga-1-V2,V2,G1-037,G1,standard,60,0,100,60,40,30,12,G4-034
ga-1-V2,V2,G1-038,G1,standard,120,0,100,60,40,30,12,G4-034
ga-1-V2,V2,G1-039,G1,standard,180,0,100,60,40,30,12,G4-035
ga-1-V2,V2,G1-040,G1,standard,240,0,100,60,40,30,12,G4-036
ga-1-V2,V2,G1-041,G1,standard,300,0,100,60,40,30,12,G4-037
ga-1-V2,V2,G1-042,G1,standard,360,0,100,60,40,30,12,G4-037
ga-1-V2,V2,G1-043,G1,standard,420,0,100,60,40,30,12,G4-038
ga-1-V2,V2,G1-044,G1,standard,480,0,100,60,40,30,12,G4-039
ga-1-V2,V2,G1-045,G1,standard,540,0,100,60,40,30,12,G4-040
ga-1-V2,V2,G1-046,G1,standard,600,0,100,40,60,30,12,G4-040
ga-1-V2,V2,G1-047,G1,standard,0,60,110,60,40,30,12,G5-007
ga-1-V2,V2,G1-048,G1,standard,60,60,110,60,40,30,12,G5-009
ga-1-V2,V2,G1-049,G1,standard,120,60,110,60,40,30,12,G5-010
ga-1-V2,V2,G1-050,G1,standard,180,60,110,60,40,30,12,G5-012
ga-1-V2,V2,G1-051,G1,standard,240,60,110,60,40,30,12,G5-013
ga-1-V2,V2,G1-052,G1,standard,300,60,110,60,40,30,12,G5-015
ga-1-V2,V2,G1-053,G1,standard,360,60,110,60,40,30,12,G5-016
ga-1-V2,V2,G1-054,G1,standard,420,60,110,60,40,30,12,G5-018
ga-1-V2,V2,G1-055,G1,standard,480,60,110,60,40,30,12,G5-019
ga-1-V2,V2,G1-056,G1,standard,540,60,110,60,40,30,12,G5-021
ga-1-V2,V2,G1-057,G1,standard,600,60,110,40,60,30,12,G5-022
ga-1-V2,V2,G1-058,G1,standard,0,100,110,60,40,30,12,G5-023
ga-1-V2,V2,G1-059,G1,standard,60,100,110,60,40,30,12,G5-025
ga-1-V2,V2,G1-060,G1,standard,120,100,110,60,40,30,12,G5-026
ga-1-V2,V2,G1-061,G1,standard,180,100,110,60,40,30,12,G5-028
ga-1-V2,V2,G1-062,G1,standard,240,100,110,60,40,30,12,G5-029
ga-1-V2,V2,G1-063,G1,standard,300,100,110,60,40,30,12,G5-031
ga-1-V2,V2,G1-064,G1,standard,360,100,110,60,40,30,12,G5-032
ga-1-V2,V2,G1-065,G1,standard,420,100,110,60,40,30,12,G5-034
ga-1-V2,V2,G1-066,G1,standard,480,100,110,60,40,30,12,G5-035
ga-1-V2,V2,G1-067,G1,standard,540,100,110,60,40,30,12,G5-037
ga-1-V2,V2,G1-068,G1,standard,600,120,110,40,60,30,12,G1-021
ga-1-V2,V2,G1-069,G1,standard,0,140,110,60,40,30,12,G5-039
ga-1-V2,V2,G1-070,G1,standard,60,140,110,60,40,30,12,G5-041
ga-1-V2,V2,G1-071,G1,standard,120,140,110,60,40,30,12,G5-042
ga-1-V2,V2,G1-072,G1,standard,180,140,110,60,40,30,12,G5-044
ga-1-V2,V2,G1-073,G1,standard,240,140,110,60,40,30,12,G5-045
ga-1-V2,V2,G1-074,G1,standard,300,140,110,60,40,30,12,G5-047
ga-1-V2,V2,G1-075,G1,standard,360,140,110,60,40,30,12,G5-048
ga-1-V2,V2,G1-076,G1,standard,420,140,110,60,40,30,12,G5-050
ga-1-V2,V2,G1-077,G1,standard,480,140,110,60,40,30,12,G1-019
ga-1-V2,V2,G1-078,G1,standard,540,140,110,60,40,30,12,G1-020
ga-1-V2,V2,G1-079,G1,standard,0,180,110,60,40,30,12,G1-022
ga-1-V2,V2,G1-080,G1,standard,60,180,110,60,40,30,12,G1-023
ga-1-V2,V2,G2-001,G2,standard,0,220,50,50,25,35,8,G4-025
ga-1-V2,V2,G2-002,G2,standard,50,220,50,50,25,35,8,G4-025
ga-1-V2,V2,G2-003,G2,standard,100,220,50,50,25,35,8,G4-026
ga-1-V2,V2,G2-004,G2,standard,150,220,50,50,25,35,8,G4-027
ga-1-V2,V2,G2-005,G2,standard,200,220,50,50,25,35,8,G4-027
ga-1-V2,V2,G2-006,G2,standard,250,220,50,50,25,35,8,G4-028
ga-1-V2,V2,G2-007,G2,standard,300,220,50,50,25,35,8,G4-029
ga-1-V2,V2,G2-008,G2,standard,350,220,50,50,25,35,8,G4-029
ga-1-V2,V2,G2-009,G2,standard,400,220,50,50,25,35,8,G4-030
ga-1-V2,V2,G2-010,G2,standard,450,220,50,50,25,35,8,G4-030
ga-1-V2,V2,G2-011,G2,standard,500,220,50,50,25,35,8,G4-031
ga-1-V2,V2,G2-012,G2,standard,550,220,50,50,25,35,8,G4-032
ga-1-V2,V2,G2-013,G2,standard,0,220,85,50,25,35,8,G2-001
ga-1-V2,V2,G2-014,G2,standard,50,220,85,50,25,35,8,G2-002
ga-1-V2,V2,G2-015,G2,standard,100,220,85,50,25,35,8,G2-003
ga-1-V2,V2,G2-016,G2,standard,150,220,85,50,25,35,8,G2-004
ga-1-V2,V2,G2-017,G2,standard,200,220,85,50,25,35,8,G2-005
ga-1-V2,V2,G2-018,G2,standard,250,220,85,50,25,35,8,G2-006
ga-1-V2,V2,G2-019,G2,standard,300,220,85,50,25,35,8,G2-007
ga-1-V2,V2,G2-020,G2,standard,350,220,85,50,25,35,8,G2-008
ga-1-V2,V2,G2-021,G2,standard,400,220,85,50,25,35,8,G2-009
ga-1-V2,V2,G2-022,G2,standard,450,220,85,50,25,35,8,G2-010
ga-1-V2,V2,G2-023,G2,standard,500,220,85,50,25,35,8,G2-011
ga-1-V2,V2,G2-024,G2,standard,550,220,85,50,25,35,8,G2-012
ga-1-V2,V2,G2-025,G2,standard,120,180,110,50,35,25,8,G1-024
ga-1-V2,V2,G2-026,G2,standard,170,180,110,50,35,25,8,G1-025
ga-1-V2,V2,G2-027,G2,standard,220,180,110,50,35,25,8,G1-026
ga-1-V2,V2,G2-028,G2,standard,270,180,110,50,35,25,8,G1-026
ga-1-V2,V2,G2-029,G2,standard,320,180,110,50,35,25,8,G1-027
ga-1-V2,V2,G2-030,G2,standard,370,180,110,50,35,25,8,G1-028
ga-1-V2,V2,G2-031,G2,standard,420,180,110,50,35,25,8,G1-029
ga-1-V2,V2,G2-032,G2,standard,470,180,110,50,35,25,8,G1-030
ga-1-V2,V2,G2-033,G2,standard,520,180,110,50,35,25,8,G1-031
ga-1-V2,V2,G2-034,G2,standard,570,180,110,50,35,25,8,G1-031
ga-1-V2,V2,G2-035,G2,standard,640,0,120,35,50,25,8,G1-032
ga-1-V2,V2,G2-036,G2,standard,640,50,120,35,50,25,8,G1-033
ga-1-V2,V2,G2-037,G2,standard,640,100,120,35,50,25,8,G1-034
ga-1-V2,V2,G2-038,G2,standard,640,150,120,35,50,25,8,G1-034
ga-1-V2,V2,G2-039,G2,standard,640,200,120,35,25,50,8,G1-035
ga-1-V2,V2,G2-040,G2,standard,0,220,120,50,25,35,8,G2-013
ga-1-V2,V2,G2-041,G2,standard,50,220,120,50,25,35,8,G2-014
ga-1-V2,V2,G2-042,G2,standard,100,220,120,50,25,35,8,G2-015
ga-1-V2,V2,G2-043,G2,standard,150,220,120,50,25,35,8,G2-016
ga-1-V2,V2,G2-044,G2,standard,200,220,120,50,25,35,8,G2-017
ga-1-V2,V2,G2-045,G2,standard,250,220,120,50,25,35,8,G2-018
ga-1-V2,V2,G2-046,G2,standard,300,220,120,50,25,35,8,G2-019
ga-1-V2,V2,G2-047,G2,standard,350,220,120,50,25,35,8,G2-020
ga-1-V2,V2,G2-048,G2,standard,400,220,120,50,25,35,8,G2-021
ga-1-V2,V2,G2-049,G2,standard,450,220,120,50,25,35,8,G2-022
ga-1-V2,V2,G2-050,G2,standard,500,220,120,50,25,35,8,G2-023
ga-1-V2,V2,G2-051,G2,standard,550,220,120,50,25,35,8,G2-024
ga-1-V2,V2,G2-052,G2,standard,0,0,130,50,35,25,8,G1-036
ga-1-V2,V2,G2-053,G2,standard,50,0,130,50,35,25,8,G1-037
ga-1-V2,V2,G2-054,G2,standard,100,0,130,50,35,25,8,G1-038
ga-1-V2,V2,G2-055,G2,standard,150,0,130,50,35,25,8,G1-038
ga-1-V2,V2,G2-056,G2,standard,200,0,130,50,35,25,8,G1-039
ga-1-V2,V2,G2-057,G2,standard,250,0,130,50,35,25,8,G1-040
ga-1-V2,V2,G2-058,G2,standard,300,0,130,50,35,25,8,G1-041
ga-1-V2,V2,G2-059,G2,standard,350,0,130,50,35,25,8,G1-042
ga-1-V2,V2,G2-060,G2,standard,400,0,130,50,35,25,8,G1-043
ga-1-V2,V2,G2-061,G2,standard,450,0,130,50,35,25,8,G1-043
ga-1-V2,V2,G2-062,G2,standard,500,0,130,50,35,25,8,G1-044
ga-1-V2,V2,G2-063,G2,standard,550,0,130,50,35,25,8,G1-045
ga-1-V2,V2,G2-064,G2,standard,600,0,130,35,50,25,8,G1-046
ga-1-V2,V2,G2-065,G2,standard,120,180,135,50,35,25,8,G2-025
ga-1-V2,V2,G2-066,G2,standard,170,180,135,50,35,25,8,G2-026
ga-1-V2,V2,G2-067,G2,standard,220,180,135,50,35,25,8,G2-027
ga-1-V2,V2,G2-068,G2,standard,270,180,135,50,35,25,8,G2-028
ga-1-V2,V2,G2-069,G2,standard,320,180,135,50,35,25,8,G2-029
ga-1-V2,V2,G2-070,G2,standard,370,180,135,50,35,25,8,G2-030
ga-1-V2,V2,G2-071,G2,standard,420,180,135,50,35,25,8,G2-031
ga-1-V2,V2,G2-072,G2,standard,470,180,135,50,35,25,8,G2-032
ga-1-V2,V2,G2-073,G2,standard,520,180,135,50,35,25,8,G2-033
ga-1-V2,V2,G2-074,G2,standard,570,180,135,50,35,25,8,G2-034
ga-1-V2,V2,G2-075,G2,standard,0,60,140,50,35,25,8,G1-047
ga-1-V2,V2,G2-076,G2,standard,50,60,140,50,35,25,8,G1-048
ga-1-V2,V2,G2-077,G2,standard,100,60,140,50,35,25,8,G1-049
ga-1-V2,V2,G2-078,G2,standard,150,60,140,50,35,25,8,G1-049
ga-1-V2,V2,G2-079,G2,standard,200,60,140,50,35,25,8,G1-050
ga-1-V2,V2,G2-080,G2,standard,250,60,140,50,35,25,8,G1-051
ga-1-V2,V2,G2-081,G2,standard,300,60,140,50,35,25,8,G1-052
ga-1-V2,V2,G2-082,G2,standard,350,60,140,50,35,25,8,G1-053
ga-1-V2,V2,G2-083,G2,standard,400,60,140,50,35,25,8,G1-054
ga-1-V2,V2,G2-084,G2,standard,450,60,140,50,35,25,8,G1-054
ga-1-V2,V2,G2-085,G2,standard,500,60,140,50,35,25,8,G1-055
ga-1-V2,V2,G2-086,G2,standard,550,60,140,50,35,25,8,G1-056
ga-1-V2,V2,G2-087,G2,standard,600,60,140,35,50,25,8,G1-057
ga-1-V2,V2,G2-088,G2,standard,0,95,140,50,35,25,8,G1-058
ga-1-V2,V2,G2-089,G2,standard,50,95,140,50,35,25,8,G1-059
ga-1-V2,V2,G2-090,G2,standard,100,95,140,50,35,25,8,G1-060
ga-1-V2,V2,G2-091,G2,standard,150,95,140,50,35,25,8,G1-060
ga-1-V2,V2,G2-092,G2,standard,200,95,140,50,35,25,8,G1-061
ga-1-V2,V2,G2-093,G2,standard,250,95,140,50,35,25,8,G1-062
ga-1-V2,V2,G2-094,G2,standard,300,95,140,50,35,25,8,G1-063
ga-1-V2,V2,G2-095,G2,standard,350,95,140,50,35,25,8,G1-064
ga-1-V2,V2,G2-096,G2,standard,400,95,140,50,35,25,8,G1-065
ga-1-V2,V2,G2-097,G2,standard,450,95,140,50,35,25,8,G1-065
ga-1-V2,V2,G2-098,G2,standard,500,95,140,50,35,25,8,G1-066
ga-1-V2,V2,G2-099,G2,standard,550,95,140,50,35,25,8,G1-067
ga-1-V2,V2,G2-100,G2,standard,600,110,140,35,50,25,8,G1-068
ga-1-V2,V2,G3-001,G3,fragile,0,130,140,70,50,40,15,G1-058|G1-059|G1-069|G1-070
ga-1-V2,V2,G3-002,G3,fragile,70,130,140,70,50,40,15,G1-059|G1-060|G1-070|G1-071
ga-1-V2,V2,G3-003,G3,fragile,140,130,140,70,50,40,15,G1-060|G1-061|G1-071|G1-072
ga-1-V2,V2,G3-004,G3,fragile,210,130,140,70,50,40,15,G1-061|G1-062|G1-072|G1-073
ga-1-V2,V2,G3-005,G3,fragile,280,130,140,70,50,40,15,G1-062|G1-063|G1-073|G1-074
ga-1-V2,V2,G3-006,G3,fragile,350,130,140,70,50,40,15,G1-063|G1-064|G1-074|G1-075
ga-1-V2,V2,G3-007,G3,fragile,420,130,140,70,50,40,15,G1-065|G1-066|G1-076|G1-077
ga-1-V2,V2,G3-008,G3,fragile,490,130,140,70,50,40,15,G1-066|G1-067|G1-077|G1-078
ga-1-V2,V2,G3-009,G3,fragile,0,60,165,70,50,40,15,G2-075|G2-076|G2-088|G2-089
ga-1-V2,V2,G3-010,G3,fragile,70,60,165,70,50,40,15,G2-076|G2-077|G2-089|G2-090
ga-1-V2,V2,G3-011,G3,fragile,140,60,165,70,50,40,15,G2-077|G2-078|G2-079|G2-090|G2-091|G2-092
ga-1-V2,V2,G3-012,G3,fragile,210,60,165,70,50,40,15,G2-079|G2-080|G2-092|G2-093
ga-1-V2,V2,G3-013,G3,fragile,280,60,165,70,50,40,15,G2-080|G2-081|G2-093|G2-094
ga-1-V2,V2,G3-014,G3,fragile,350,60,165,70,50,40,15,G2-082|G2-083|G2-095|G2-096
ga-1-V2,V2,G3-015,G3,fragile,420,60,165,70,50,40,15,G2-083|G2-084|G2-096|G2-097
ga-1-V2,V2,G3-016,G3,fragile,490,60,165,70,50,40,15,G2-084|G2-085|G2-086|G2-097|G2-098|G2-099
ga-1-V2,V2,G3-017,G3,fragile,560,60,165,70,50,40,15,G2-086|G2-087|G2-099
ga-2-V1,V1,G3-018,G3,fragile,0,0,0,70,50,40,15,floor
ga-2-V1,V1,G3-019,G3,fragile,70,0,0,70,50,40,15,floor
ga-2-V1,V1,G3-020,G3,fragile,140,0,0,70,50,40,15,floor
ga-2-V1,V1,G3-021,G3,fragile,210,0,0,70,50,40,15,floor
ga-2-V1,V1,G3-022,G3,fragile,280,0,0,70,50,40,15,floor
ga-2-V1,V1,G3-023,G3,fragile,350,0,0,70,50,40,15,floor
ga-2-V1,V1,G3-024,G3,fragile,0,50,0,70,50,40,15,floor
ga-2-V1,V1,G3-025,G3,fragile,70,50,0,70,50,40,15,floor
ga-2-V1,V1,G3-026,G3,fragile,140,50,0,70,50,40,15,floor
ga-2-V1,V1,G3-027,G3,fragile,210,50,0,70,50,40,15,floor
ga-2-V1,V1,G3-028,G3,fragile,280,50,0,70,50,40,15,floor
ga-2-V1,V1,G3-029,G3,fragile,350,50,0,70,50,40,15,floor
ga-2-V1,V1,G3-030,G3,fragile,0,100,0,70,50,40,15,floor
