vehicle_id,uid,goods_code,label,x_cm,y_cm,z_cm,length_cm,width_cm,height_cm,weight_kg,support
layer-V1-2,G5-044,G5,directed,120,140,0,40,40,60,18,floor
layer-V1-2,G5-045,G5,directed,160,140,0,40,40,60,18,floor
layer-V1-2,G5-046,G5,directed,200,140,0,40,40,60,18,floor
layer-V1-2,G5-047,G5,directed,240,140,0,40,40,60,18,floor
layer-V1-2,G5-048,G5,directed,280,140,0,40,40,60,18,floor
layer-V1-2,G5-049,G5,directed,320,140,0,40,40,60,18,floor
layer-V1-2,G5-050,G5,directed,360,140,0,40,40,60,18,floor
layer-V1-2,G1-033,G1,standard,0,160,0,60,40,30,12,floor
layer-V1-2,G1-034,G1,standard,80,180,0,60,30,40,12,floor
layer-V1-2,G1-035,G1,standard,140,180,0,60,30,40,12,floor
layer-V1-2,G1-036,G1,standard,200,180,0,60,30,40,12,floor
layer-V1-2,G1-037,G1,standard,260,180,0,60,30,40,12,floor
layer-V1-2,G1-038,G1,standard,320,180,0,60,30,40,12,floor
layer-V1-2,G1-039,G1,standard,380,180,0,40,30,60,12,floor
layer-V1-2,G1-040,G1,standard,0,160,30,60,40,30,12,G1-033
layer-V1-2,G1-041,G1,standard,80,180,40,60,30,40,12,G1-034
layer-V1-2,G1-042,G1,standard,140,180,40,60,30,40,12,G1-035
layer-V1-2,G1-043,G1,standard,200,180,40,60,30,40,12,G1-036
layer-V1-2,G1-044,G1,standard,260,180,40,60,30,40,12,G1-037
layer-V1-2,G1-045,G1,standard,320,180,40,60,30,40,12,G1-038
layer-V1-2,G1-046,G1,standard,80,50,60,40,60,30,12,G5-025
layer-V1-2,G1-047,G1,standard,120,50,60,60,40,30,12,G5-026
layer-V1-2,G1-048,G1,standard,180,50,60,60,40,30,12,G5-028
layer-V1-2,G1-049,G1,standard,240,50,60,60,40,30,12,G5-029
layer-V1-2,G1-050,G1,standard,300,50,60,60,40,30,12,G5-031
layer-V1-2,G1-051,G1,standard,360,50,60,60,40,30,12,G5-032
layer-V1-2,G1-052,G1,standard,120,90,60,60,40,30,12,G5-034
layer-V1-2,G1-053,G1,standard,180,90,60,60,40,30,12,G5-036
layer-V1-2,G1-054,G1,standard,240,90,60,60,40,30,12,G5-037
layer-V1-2,G1-055,G1,standard,300,90,60,60,40,30,12,G5-039
layer-V1-2,G1-056,G1,standard,360,90,60,60,40,30,12,G5-040
layer-V1-2,G1-057,G1,standard,0,110,60,40,60,30,12,G5-041
layer-V1-2,G1-058,G1,standard,40,110,60,60,40,30,12,G5-042
layer-V1-2,G1-059,G1,standard,120,130,60,60,40,30,12,G5-044
layer-V1-2,G1-060,G1,standard,180,130,60,60,40,30,12,G5-046
layer-V1-2,G1-061,G1,standard,240,130,60,60,40,30,12,G5-047
layer-V1-2,G1-062,G1,standard,300,130,60,60,40,30,12,G5-049
layer-V1-2,G1-063,G1,standard,360,130,60,60,40,30,12,G5-050
layer-V1-2,G1-064,G1,standard,40,150,60,40,60,30,12,G1-040
layer-V1-2,G1-065,G1,standard,80,150,60,40,30,60,12,G5-043
layer-V1-2,G1-066,G1,standard,0,170,60,30,40,60,12,G1-040
layer-V1-2,G1-067,G1,standard,380,180,60,40,30,60,12,G1-039
layer-V1-2,G1-068,G1,standard,80,180,80,60,30,40,12,G1-041
layer-V1-2,G1-069,G1,standard,140,180,80,60,30,40,12,G1-042
layer-V1-2,G1-070,G1,standard,200,180,80,60,30,40,12,G1-043
layer-V1-2,G1-071,G1,standard,260,180,80,60,30,40,12,G1-044
layer-V1-2,G1-072,G1,standard,320,180,80,60,30,40,12,G1-045
layer-V1-2,G1-073,G1,standard,80,50,90,60,40,30,12,G1-046
layer-V1-2,G1-074,G1,standard,140,50,90,60,40,30,12,G1-047
layer-V1-2,G1-075,G1,standard,200,50,90,60,40,30,12,G1-048
layer-V1-2,G1-076,G1,standard,260,50,90,60,40,30,12,G1-049
layer-V1-2,G1-077,G1,standard,320,50,90,60,40,30,12,G1-050
layer-V1-2,G1-078,G1,standard,380,50,90,40,60,30,12,G1-051
layer-V1-2,G1-079,G1,standard,80,90,90,60,40,30,12,G1-046
layer-V1-2,G1-080,G1,standard,140,90,90,60,40,30,12,G1-052
layer-V1-2,G2-025,G2,standard,200,90,90,50,35,25,8,G1-053
layer-V1-2,G2-026,G2,standard,250,90,90,50,35,25,8,G1-054
layer-V1-2,G2-027,G2,standard,300,90,90,50,35,25,8,G1-055
layer-V1-2,G2-028,G2,standard,350,90,90,25,50,35,8,G1-056
layer-V1-2,G2-029,G2,standard,0,110,90,50,35,25,8,G1-057
layer-V1-2,G2-030,G2,standard,50,110,90,25,50,35,8,G1-058
layer-V1-2,G2-031,G2,standard,380,110,90,35,50,25,8,G1-063
layer-V1-2,G2-032,G2,standard,200,125,90,50,35,25,8,G1-060
layer-V1-2,G2-033,G2,standard,250,125,90,50,35,25,8,G1-061
layer-V1-2,G2-034,G2,standard,300,125,90,50,35,25,8,G1-062
layer-V1-2,G2-035,G2,standard,120,130,90,50,35,25,8,G1-059
layer-V1-2,G2-036,G2,standard,170,130,90,25,50,35,8,G1-060
layer-V1-2,G2-037,G2,standard,350,140,90,25,35,50,8,G1-063
layer-V1-2,G2-038,G2,standard,0,145,90,50,25,35,8,G1-057
layer-V1-2,G2-039,G2,standard,50,160,90,25,50,35,8,G1-064
layer-V1-2,G2-040,G2,standard,200,90,115,50,35,25,8,G2-025
layer-V1-2,G2-041,G2,standard,250,90,115,50,35,25,8,G2-026
layer-V1-2,G2-042,G2,standard,300,90,115,50,35,25,8,G2-027
layer-V1-2,G2-043,G2,standard,0,110,115,50,35,25,8,G2-029
layer-V1-2,G2-044,G2,standard,380,110,115,35,50,25,8,G2-031
layer-V1-2,G2-045,G2,standard,200,125,115,50,35,25,8,G2-032
layer-V1-2,G2-046,G2,standard,250,125,115,50,35,25,8,G2-033
layer-V1-2,G2-047,G2,standard,300,125,115,50,35,25,8,G2-034
layer-V1-2,G2-048,G2,standard,120,130,115,50,35,25,8,G2-035
layer-V1-2,G2-049,G2,standard,92,45,120,35,50,25,8,G1-073
layer-V1-2,G2-050,G2,standard,127,45,120,50,35,25,8,G1-074
layer-V1-2,G2-051,G2,standard,177,45,120,50,35,25,8,G1-075
layer-V1-2,G2-052,G2,standard,227,45,120,50,35,25,8,G1-075
layer-V1-2,G2-053,G2,standard,277,45,120,50,35,25,8,G1-076
layer-V1-2,G2-054,G2,standard,327,45,120,50,35,25,8,G1-077
layer-V1-2,G2-055,G2,standard,377,45,120,35,50,25,8,G1-078
layer-V1-2,G2-056,G2,standard,127,80,120,50,35,25,8,G1-080
layer-V1-2,G2-057,G2,standard,92,95,120,25,50,35,8,G1-079
layer-V1-2,G2-058,G2,standard,92,145,120,25,50,35,8,G1-065
layer-V1-2,G2-059,G2,standard,0,170,120,50,35,25,8,G1-066
layer-V1-2,G2-060,G2,standard,140,180,120,50,25,35,8,G1-069
layer-V1-2,G2-061,G2,standard,190,180,120,50,25,35,8,G1-070
layer-V1-2,G2-062,G2,standard,240,180,120,50,25,35,8,G1-071
layer-V1-2,G2-063,G2,standard,290,180,120,50,25,35,8,G1-071
layer-V1-2,G2-064,G2,standard,340,180,120,50,25,35,8,G1-072
layer-V1-2,G2-065,G2,standard,350,90,125,25,50,35,8,G2-028
layer-V1-2,G2-066,G2,standard,50,110,125,35,50,25,8,G2-030
layer-V1-2,G2-067,G2,standard,170,130,125,25,50,35,8,G2-036
layer-V1-2,G2-068,G2,standard,0,145,125,50,25,35,8,G2-038
layer-V1-2,G2-069,G2,standard,50,160,125,35,50,25,8,G2-039
layer-V1-2,G2-070,G2,standard,208,82,140,35,50,25,8,G2-040
layer-V1-2,G2-071,G2,standard,243,82,140,50,35,25,8,G2-041
layer-V1-2,G2-072,G2,standard,293,82,140,50,35,25,8,G2-042
layer-V1-2,G2-073,G2,standard,0,110,140,50,35,25,8,G2-043
layer-V1-2,G2-074,G2,standard,380,110,140,35,50,25,8,G2-044
layer-V1-2,G2-075,G2,standard,243,117,140,50,35,25,8,G2-046
layer-V1-2,G2-076,G2,standard,293,117,140,50,35,25,8,G2-047
layer-V1-2,G2-077,G2,standard,128,122,140,35,50,25,8,G2-048
layer-V1-2,G2-078,G2,standard,208,132,140,35,25,50,8,G2-045
layer-V1-2,G2-079,G2,standard,350,140,140,25,35,50,8,G2-037
layer-V1-2,G2-080,G2,standard,134,38,145,35,50,25,8,G2-050
layer-V1-2,G2-081,G2,standard,169,38,145,50,35,25,8,G2-051
layer-V1-2,G2-082,G2,standard,219,38,145,50,35,25,8,G2-052
layer-V1-2,G2-083,G2,standard,269,38,145,50,35,25,8,G2-053
layer-V1-2,G2-084,G2,standard,319,38,145,50,35,25,8,G2-054
layer-V1-2,G2-085,G2,standard,369,38,145,50,35,25,8,G2-055
layer-V1-2,G2-086,G2,standard,92,45,145,35,50,25,8,G2-049
layer-V1-2,G2-087,G2,standard,134,88,145,50,25,35,8,G2-056
layer-V1-2,G2-088,G2,standard,0,170,145,50,35,25,8,G2-059
layer-V1-2,G2-089,G2,standard,50,110,150,35,50,25,8,G2-066
layer-V1-2,G2-090,G2,standard,50,160,150,35,50,25,8,G2-069
layer-V1-2,G2-091,G2,standard,87,95,155,35,50,25,8,G2-057
layer-V1-2,G2-092,G2,standard,87,145,155,35,50,25,8,G2-058
layer-V1-2,G2-093,G2,standard,202,175,155,25,35,50,8,G2-061
layer-V1-2,G2-094,G2,standard,227,175,155,50,35,25,8,G2-062
layer-V1-2,G2-095,G2,standard,277,175,155,50,35,25,8,G2-063
layer-V1-2,G2-096,G2,standard,327,175,155,50,35,25,8,G2-064
layer-V1-2,G2-097,G2,standard,377,175,155,25,35,50,8,G2-064
layer-V1-2,G2-098,G2,standard,140,180,155,50,25,35,8,G2-060
layer-V1-2,G2-099,G2,standard,345,90,160,35,50,25,8,G2-065
layer-V1-2,G2-100,G2,standard,165,130,160,35,50,25,8,G2-067
layer-V1-2,G3-013,G3,fragile,208,82,165,70,50,40,15,G2-070|G2-071|G2-075
layer-V1-2,G3-014,G3,fragile,278,82,165,50,70,40,15,G2-071|G2-072|G2-075|G2-076
