vehicle_id,uid,goods_code,label,x_cm,y_cm,z_cm,length_cm,width_cm,height_cm,weight_kg,support
g2full-V1-1,G5-002,G5,directed,350,40,0,40,40,60,18,floor
g2full-V1-1,G5-003,G5,directed,350,80,0,40,40,60,18,floor
g2full-V1-1,G5-004,G5,directed,350,120,0,40,40,60,18,floor
g2full-V1-1,G5-005,G5,directed,350,160,0,40,40,60,18,floor
g2full-V1-1,G5-006,G5,directed,350,0,60,40,40,60,18,G5-001
g2full-V1-1,G5-007,G5,directed,350,40,60,40,40,60,18,G5-002
g2full-V1-1,G5-008,G5,directed,350,80,60,40,40,60,18,G5-003
g2full-V1-1,G5-009,G5,directed,350,120,60,40,40,60,18,G5-004
g2full-V1-1,G5-010,G5,directed,350,160,60,40,40,60,18,G5-005
g2full-V1-1,G5-011,G5,directed,350,0,120,40,40,60,18,G5-006
g2full-V1-1,G5-012,G5,directed,350,40,120,40,40,60,18,G5-007
g2full-V1-1,G5-013,G5,directed,350,80,120,40,40,60,18,G5-008
g2full-V1-1,G5-014,G5,directed,350,120,120,40,40,60,18,G5-009
g2full-V1-1,G5-015,G5,directed,350,160,120,40,40,60,18,G5-010
g2full-V1-1,G1-001,G1,standard,390,0,0,30,60,40,12,floor
g2full-V1-1,G1-002,G1,standard,0,50,0,60,30,40,12,floor
g2full-V1-1,G1-003,G1,standard,60,50,0,60,30,40,12,floor
g2full-V1-1,G1-004,G1,standard,120,50,0,60,30,40,12,floor
g2full-V1-1,G1-005,G1,standard,180,50,0,60,30,40,12,floor
g2full-V1-1,G1-006,G1,standard,240,50,0,60,30,40,12,floor
g2full-V1-1,G1-007,G1,standard,300,50,0,40,30,60,12,floor
g2full-V1-1,G1-008,G1,standard,390,60,0,30,60,40,12,floor
g2full-V1-1,G1-009,G1,standard,390,120,0,30,60,40,12,floor
g2full-V1-1,G1-010,G1,standard,0,130,0,60,30,40,12,floor
g2full-V1-1,G1-011,G1,standard,60,130,0,60,30,40,12,floor
g2full-V1-1,G1-012,G1,standard,120,130,0,60,30,40,12,floor
g2full-V1-1,G1-013,G1,standard,180,130,0,60,30,40,12,floor
g2full-V1-1,G1-014,G1,standard,240,130,0,60,30,40,12,floor
g2full-V1-1,G1-015,G1,standard,300,130,0,40,30,60,12,floor
g2full-V1-1,G1-016,G1,standard,390,0,40,30,60,40,12,G1-001
g2full-V1-1,G1-017,G1,standard,0,50,40,60,30,40,12,G1-002
g2full-V1-1,G1-018,G1,standard,60,50,40,60,30,40,12,G1-003
g2full-V1-1,G1-019,G1,standard,120,50,40,60,30,40,12,G1-004
g2full-V1-1,G1-020,G1,standard,180,50,40,60,30,40,12,G1-005
g2full-V1-1,G1-021,G1,standard,240,50,40,60,30,40,12,G1-006
g2full-V1-1,G1-022,G1,standard,390,60,40,30,60,40,12,G1-008
g2full-V1-1,G1-023,G1,standard,390,120,40,30,60,40,12,G1-009
g2full-V1-1,G1-024,G1,standard,0,130,40,60,30,40,12,G1-010
g2full-V1-1,G1-025,G1,standard,60,130,40,60,30,40,12,G1-011
g2full-V1-1,G1-026,G1,standard,120,130,40,60,30,40,12,G1-012
g2full-V1-1,G1-027,G1,standard,180,130,40,60,30,40,12,G1-013
g2full-V1-1,G1-028,G1,standard,240,130,40,60,30,40,12,G1-014
g2full-V1-1,G1-029,G1,standard,300,50,60,40,30,60,12,G1-007
g2full-V1-1,G1-030,G1,standard,300,130,60,40,30,60,12,G1-015
g2full-V1-1,G1-031,G1,standard,390,0,80,30,60,40,12,G1-016
g2full-V1-1,G2-061,G2,standard,12,40,80,35,50,25,8,G1-017
g2full-V1-1,G2-062,G2,standard,47,40,80,50,35,25,8,G1-018
g2full-V1-1,G2-063,G2,standard,97,40,80,50,35,25,8,G1-019
g2full-V1-1,G2-064,G2,standard,147,40,80,50,35,25,8,G1-019
g2full-V1-1,G2-065,G2,standard,197,40,80,50,35,25,8,G1-020
g2full-V1-1,G2-066,G2,standard,247,40,80,50,35,25,8,G1-021
g2full-V1-1,G2-067,G2,standard,390,60,80,25,50,35,8,G1-022
g2full-V1-1,G2-068,G2,standard,390,110,80,25,50,35,8,G1-023
g2full-V1-1,G2-069,G2,standard,12,120,80,35,50,25,8,G1-024
g2full-V1-1,G2-070,G2,standard,47,120,80,50,35,25,8,G1-025
g2full-V1-1,G2-071,G2,standard,97,120,80,50,35,25,8,G1-026
g2full-V1-1,G2-072,G2,standard,147,120,80,50,35,25,8,G1-026
g2full-V1-1,G2-073,G2,standard,197,120,80,50,35,25,8,G1-027
g2full-V1-1,G2-074,G2,standard,247,120,80,50,35,25,8,G1-028
g2full-V1-1,G2-075,G2,standard,390,160,80,25,35,50,8,G1-023
g2full-V1-1,G2-076,G2,standard,54,32,105,35,50,25,8,G2-062
g2full-V1-1,G2-077,G2,standard,89,32,105,50,35,25,8,G2-063
g2full-V1-1,G2-078,G2,standard,139,32,105,50,35,25,8,G2-064
g2full-V1-1,G2-079,G2,standard,189,32,105,50,35,25,8,G2-065
g2full-V1-1,G2-080,G2,standard,239,32,105,50,35,25,8,G2-066
g2full-V1-1,G5-041,G5,directed,12,40,105,40,40,60,18,G2-061
g2full-V1-1,G5-042,G5,directed,52,118,105,40,40,60,18,G2-070
g2full-V1-1,G5-043,G5,directed,92,118,105,40,40,60,18,G2-071
g2full-V1-1,G5-044,G5,directed,132,118,105,40,40,60,18,G2-072
g2full-V1-1,G5-045,G5,directed,172,118,105,40,40,60,18,G2-072
g2full-V1-1,G5-046,G5,directed,212,118,105,40,40,60,18,G2-073
g2full-V1-1,G5-047,G5,directed,252,118,105,40,40,60,18,G2-074
g2full-V1-1,G5-048,G5,directed,12,120,105,40,40,60,18,G2-069
g2full-V1-1,G5-049,G5,directed,300,45,120,40,40,60,18,G1-029
g2full-V1-1,G5-050,G5,directed,300,125,120,40,40,60,18,G1-030
g2full-V1-1,G4-021,G4,directed,74,20,130,80,60,50,25,G2-077
g2full-V1-1,G4-022,G4,directed,154,20,130,80,60,50,25,G2-079
g2full-V1-1,G4-023,G4,directed,32,108,165,80,60,50,25,G5-042
g2full-V1-1,G4-024,G4,directed,112,108,165,80,60,50,25,G5-044
g2full-V1-1,G4-025,G4,directed,192,108,165,80,60,50,25,G5-046
g2full-V1-1,G1-072,G1,standard,390,60,115,30,60,40,12,G2-067
g2full-V1-1,G1-073,G1,standard,390,120,115,30,40,60,12,G2-068
g2full-V1-1,G1-074,G1,standard,390,0,120,30,60,40,12,G1-031
g2full-V1-1,G1-075,G1,standard,234,20,130,60,40,30,12,G2-080
g2full-V1-1,G1-076,G1,standard,390,160,130,30,40,60,12,G2-075
g2full-V1-1,G1-077,G1,standard,390,60,155,30,60,40,12,G1-072
g2full-V1-1,G1-078,G1,standard,390,0,160,30,60,40,12,G1-074
g2full-V1-1,G1-079,G1,standard,244,10,160,40,60,30,12,G1-075
g2full-V1-1,G1-080,G1,standard,12,30,165,40,60,30,12,G5-041
g2full-V1-2,G2-031,G2,standard,0,0,0,35,50,25,8,floor
g2full-V1-2,G2-032,G2,standard,35,0,0,35,50,25,8,floor
g2full-V1-2,G3-016,G3,fragile,0,0,25,70,50,40,15,G2-031|G2-032
g2full-V1-2,G2-033,G2,standard,70,0,0,35,50,25,8,floor
g2full-V1-2,G2-034,G2,standard,105,0,0,35,50,25,8,floor
g2full-V1-2,G3-017,G3,fragile,70,0,25,70,50,40,15,G2-033|G2-034
g2full-V1-2,G2-035,G2,standard,140,0,0,35,50,25,8,floor
g2full-V1-2,G2-036,G2,standard,175,0,0,35,50,25,8,floor
g2full-V1-2,G3-018,G3,fragile,140,0,25,70,50,40,15,G2-035|G2-036
g2full-V1-2,G2-037,G2,standard,210,0,0,35,50,25,8,floor
g2full-V1-2,G2-038,G2,standard,245,0,0,35,50,25,8,floor
g2full-V1-2,G3-019,G3,fragile,210,0,25,70,50,40,15,G2-037|G2-038
g2full-V1-2,G2-039,G2,standard,280,0,0,35,50,25,8,floor
g2full-V1-2,G2-040,G2,standard,315,0,0,35,50,25,8,floor
g2full-V1-2,G3-020,G3,fragile,280,0,25,70,50,40,15,G2-039|G2-040
g2full-V1-2,G2-041,G2,standard,0,80,0,35,50,25,8,floor
g2full-V1-2,G2-042,G2,standard,35,80,0,35,50,25,8,floor
g2full-V1-2,G3-021,G3,fragile,0,80,25,70,50,40,15,G2-041|G2-042
g2full-V1-2,G2-043,G2,standard,70,80,0,35,50,25,8,floor
g2full-V1-2,G2-044,G2,standard,105,80,0,35,50,25,8,floor
g2full-V1-2,G3-022,G3,fragile,70,80,25,70,50,40,15,G2-043|G2-044
g2full-V1-2,G2-045,G2,standard,140,80,0,35,50,25,8,floor
g2full-V1-2,G2-046,G2,standard,175,80,0,35,50,25,8,floor
g2full-V1-2,G3-023,G3,fragile,140,80,25,70,50,40,15,G2-045|G2-046
g2full-V1-2,G2-047,G2,standard,210,80,0,35,50,25,8,floor
g2full-V1-2,G2-048,G2,standard,245,80,0,35,50,25,8,floor
g2full-V1-2,G3-024,G3,fragile,210,80,25,70,50,40,15,G2-047|G2-048
g2full-V1-2,G2-049,G2,standard,280,80,0,35,50,25,8,floor
g2full-V1-2,G2-050,G2,standard,315,80,0,35,50,25,8,floor
g2full-V1-2,G3-025,G3,fragile,280,80,25,70,50,40,15,G2-049|G2-050
g2full-V1-2,G2-051,G2,standard,0,160,0,35,50,25,8,floor
g2full-V1-2,G2-052,G2,standard,35,160,0,35,50,25,8,floor
g2full-V1-2,G3-026,G3,fragile,0,160,25,70,50,40,15,G2-051|G2-052
g2full-V1-2,G2-053,G2,standard,70,160,0,35,50,25,8,floor
g2full-V1-2,G2-054,G2,standard,105,160,0,35,50,25,8,floor
g2full-V1-2,G3-027,G3,fragile,70,160,25,70,50,40,15,G2-053|G2-054
g2full-V1-2,G2-055,G2,standard,140,160,0,35,50,25,8,floor
g2full-V1-2,G2-056,G2,standard,175,160,0,35,50,25,8,floor
g2full-V1-2,G3-028,G3,fragile,140,160,25,70,50,40,15,G2-055|G2-056
g2full-V1-2,G2-057,G2,standard,210,160,0,35,50,25,8,floor
g2full-V1-2,G2-058,G2,standard,245,160,0,35,50,25,8,floor
g2full-V1-2,G3-029,G3,fragile,210,160,25,70,50,40,15,G2-057|G2-058
g2full-V1-2,G2-059,G2,standard,280,160,0,35,50,25,8,floor
g2full-V1-2,G2-060,G2,standard,315,160,0,35,50,25,8,floor
g2full-V1-2,G3-030,G3,fragile,280,160,25,70,50,40,15,G2-059|G2-060
g2full-V1-2,G5-026,G5,directed,350,0,0,40,40,60,18,floor
g2full-V1-2,G5-027,G5,directed,350,40,0,40,40,60,18,floor
g2full-V1-2,G5-028,G5,directed,350,80,0,40,40,60,18,floor
g2full-V1-2,G5-029,G5,directed,350,120,0,40,40,60,18,floor
g2full-V1-2,G5-030,G5,directed,350,160,0,40,40,60,18,floor
g2full-V1-2,G5-031,G5,directed,350,0,60,40,40,60,18,G5-026
g2full-V1-2,G5-032,G5,directed,350,40,60,40,40,60,18,G5-027
g2full-V1-2,G5-033,G5,directed,350,80,60,40,40,60,18,G5-028
g2full-V1-2,G5-034,G5,directed,350,120,60,40,40,60,18,G5-029
g2full-V1-2,G5-035,G5,directed,350,160,60,40,40,60,18,G5-030
g2full-V1-2,G5-036,G5,directed,350,0,120,40,40,60,18,G5-031
g2full-V1-2,G5-037,G5,directed,350,40,120,40,40,60,18,G5-032
g2full-V1-2,G5-038,G5,directed,350,80,120,40,40,60,18,G5-033
g2full-V1-2,G5-039,G5,directed,350,120,120,40,40,60,18,G5-034
g2full-V1-2,G5-040,G5,directed,350,160,120,40,40,60,18,G5-035
g2full-V1-2,G1-041,G1,standard,390,0,0,30,60,40,12,floor
g2full-V1-2,G1-042,G1,standard,0,50,0,60,30,40,12,floor
g2full-V1-2,G1-043,G1,standard,60,50,0,60,30,40,12,floor
g2full-V1-2,G1-044,G1,standard,120,50,0,60,30,40,12,floor
g2full-V1-2,G1-045,G1,standard,180,50,0,60,30,40,12,floor
g2full-V1-2,G1-046,G1,standard,240,50,0,60,30,40,12,floor
g2full-V1-2,G1-047,G1,standard,300,50,0,40,30,60,12,floor
g2full-V1-2,G1-048,G1,standard,390,60,0,30,60,40,12,floor
g2full-V1-2,G1-049,G1,standard,390,120,0,30,60,40,12,floor
g2full-V1-2,G1-050,G1,standard,0,130,0,60,30,40,12,floor
g2full-V1-2,G1-051,G1,standard,60,130,0,60,30,40,12,floor
g2full-V1-2,G1-052,G1,standard,120,130,0,60,30,40,12,floor
g2full-V1-2,G1-053,G1,standard,180,130,0,60,30,40,12,floor
g2full-V1-2,G1-054,G1,standard,240,130,0,60,30,40,12,floor
g2full-V1-2,G1-055,G1,standard,300,130,0,40,30,60,12,floor
g2full-V1-2,G1-056,G1,standard,390,0,40,30,60,40,12,G1-041
g2full-V1-2,G1-057,G1,standard,0,50,40,60,30,40,12,G1-042
g2full-V1-2,G1-058,G1,standard,60,50,40,60,30,40,12,G1-043
g2full-V1-2,G1-059,G1,standard,120,50,40,60,30,40,12,G1-044
g2full-V1-2,G1-060,G1,standard,180,50,40,60,30,40,12,G1-045
g2full-V1-2,G1-061,G1,standard,240,50,40,60,30,40,12,G1-046
g2full-V1-2,G1-062,G1,standard,390,60,40,30,60,40,12,G1-048
g2full-V1-2,G1-063,G1,standard,390,120,40,30,60,40,12,G1-049
g2full-V1-2,G1-064,G1,standard,0,130,40,60,30,40,12,G1-050
g2full-V1-2,G1-065,G1,standard,60,130,40,60,30,40,12,G1-051
g2full-V1-2,G1-066,G1,standard,120,130,40,60,30,40,12,G1-052
g2full-V1-2,G1-067,G1,standard,180,130,40,60,30,40,12,G1-053
g2full-V1-2,G1-068,G1,standard,240,130,40,60,30,40,12,G1-054
g2full-V1-2,G1-069,G1,standard,300,50,60,40,30,60,12,G1-047
g2full-V1-2,G1-070,G1,standard,300,130,60,40,30,60,12,G1-055
g2full-V1-2,G1-071,G1,standard,390,0,80,30,60,40,12,G1-056
g2full-V1-2,G2-081,G2,standard,12,40,80,35,50,25,8,G1-057
g2full-V1-2,G2-082,G2,standard,47,40,80,50,35,25,8,G1-058
g2full-V1-2,G2-083,G2,standard,97,40,80,50,35,25,8,G1-059
g2full-V1-2,G2-084,G2,standard,147,40,80,50,35,25,8,G1-059
g2full-V1-2,G2-085,G2,standard,197,40,80,50,35,25,8,G1-060
g2full-V1-2,G2-086,G2,standard,247,40,80,50,35,25,8,G1-061
g2full-V1-2,G2-087,G2,standard,390,60,80,25,50,35,8,G1-062
g2full-V1-2,G2-088,G2,standard,390,110,80,25,50,35,8,G1-063
g2full-V1-2,G2-089,G2,standard,12,120,80,35,50,25,8,G1-064
g2full-V1-2,G2-090,G2,standard,47,120,80,50,35,25,8,G1-065
g2full-V1-2,G2-091,G2,standard,97,120,80,50,35,25,8,G1-066
g2full-V1-2,G2-092,G2,standard,147,120,80,50,35,25,8,G1-066
g2full-V1-2,G2-093,G2,standard,197,120,80,50,35,25,8,G1-067
g2full-V1-2,G2-094,G2,standard,247,120,80,50,35,25,8,G1-068
g2full-V1-2,G2-095,G2,standard,390,160,80,25,35,50,8,G1-063
g2full-V1-2,G2-096,G2,standard,54,32,105,35,50,25,8,G2-082
g2full-V1-2,G2-097,G2,standard,89,32,105,50,35,25,8,G2-083
g2full-V1-2,G2-098,G2,standard,139,32,105,50,35,25,8,G2-084
g2full-V1-2,G2-099,G2,standard,189,32,105,50,35,25,8,G2-085
g2full-V1-2,G2-100,G2,standard,239,32,105,50,35,25,8,G2-086
g2full-V1-2,G5-016,G5,directed,12,40,105,40,40,60,18,G2-081
g2full-V1-2,G5-017,G5,directed,52,118,105,40,40,60,18,G2-090
g2full-V1-2,G5-018,G5,directed,92,118,105,40,40,60,18,G2-091
g2full-V1-2,G5-019,G5,directed,132,118,105,40,40,60,18,G2-092
g2full-V1-2,G5-020,G5,directed,172,118,105,40,40,60,18,G2-092
g2full-V1-2,G5-021,G5,directed,212,118,105,40,40,60,18,G2-093
g2full-V1-2,G5-022,G5,directed,252,118,105,40,40,60,18,G2-094
g2full-V1-2,G5-023,G5,directed,12,120,105,40,40,60,18,G2-089
g2full-V1-2,G5-024,G5,directed,300,45,120,40,40,60,18,G1-069
g2full-V1-2,G5-025,G5,directed,300,125,120,40,40,60,18,G1-070
g2full-V1-2,G4-001,G4,directed,74,20,130,80,60,50,25,G2-097
g2full-V1-2,G4-002,G4,directed,154,20,130,80,60,50,25,G2-099
g2full-V1-2,G4-003,G4,directed,32,108,165,80,60,50,25,G5-017
g2full-V1-2,G4-004,G4,directed,112,108,165,80,60,50,25,G5-019
g2full-V1-2,G4-005,G4,directed,192,108,165,80,60,50,25,G5-021
g2full-V1-2,G1-032,G1,standard,390,60,115,30,60,40,12,G2-087
g2full-V1-2,G1-033,G1,standard,390,120,115,30,40,60,12,G2-088
g2full-V1-2,G1-034,G1,standard,390,0,120,30,60,40,12,G1-071
g2full-V1-2,G1-035,G1,standard,234,20,130,60,40,30,12,G2-100
g2full-V1-2,G1-036,G1,standard,390,160,130,30,40,60,12,G2-095
g2full-V1-2,G1-037,G1,standard,390,60,155,30,60,40,12,G1-032
g2full-V1-2,G1-038,G1,standard,390,0,160,30,60,40,12,G1-034
g2full-V1-2,G1-039,G1,standard,244,10,160,40,60,30,12,G1-035
g2full-V1-2,G1-040,G1,standard,12,30,165,40,60,30,12,G5-016
